"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Hein, J.; Del Cairo, C.; Gallego, D.O.; Gutiérrez, T.V.; Velez, J.S.; Rodríguez de Francisco, J.C.","Hein, Jonas (56927786800); Del Cairo, Carlos Luis (35104658200); Gallego, Daniel Ortiz (57216038138); Gutiérrez, Tomás Vergara (57216036445); Velez, Juan Sebastian (57216040136); Rodríguez de Francisco, Jean Carlo (55901805200)","56927786800; 35104658200; 57216038138; 57216036445; 57216040136; 55901805200","A political ecology of green territorialization: Frontier expansion and conservation in the Colombian Amazon","2020","Erde","151","1","","37","57","21","10.12854/erde-2020-456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082531271&doi=10.12854%2Ferde-2020-456&partnerID=40&md5=1040c5f252c1a0488a32b98a0f244fae","After decades of civil war, the Colombian government has recently declared the Amazon as a model region for green growth and low carbon development. The Amazon Vision programme, launched by the Colombian government in 2016, seeks to contribute to forest conservation, climate mitigation, poverty reduction and peace building. The Amazon Vision fundamentally reframes the Colombian Amazon from a 'narco frontier' that needs to be liberated from guerrilla influence, organized crime and peasants destroying forests for coca cultivation, to a net CO<inf>2</inf> sink with enormous potential for green growth and poverty reduction. Drawing on historical and empirical qualitative research in Guaviare and complemented by a quantitative land cover classification, this article builds on the concept of 'green territoriality' to investigate the extent to which the shift towards conservation affects property rights and the ability of indigenous groups and peasants to access land and natural resources. We illustrate how the reframing of peasants from protagonists of development and frontier expansion to villains, and of indigenous communities from 'underdeveloped' forest dwellers to environmental guardians, has created land conflicts and affected the legitimacy of their respective property rights. In both cases, the Amazon Vision strengthens conservation policies and challenges existing land rights but also creates new windows of opportunity for the land claims of indigenous communities while reinforcing conceptualizations of social differentiation among dwellers of the Amazon. © 2020 Gesellschaft fur Erdkunde zu Berlin. All rights reserved.","Colombia; Conservation; Green growth; Land tenure; Post-conflict; REDD+; Territorialization; Visión Amazonía","conceptual framework; conservation status; environmental policy; indigenous population; land cover; land tenure; natural resource; poverty; property rights; Red List; Amazonia; Colombia; Guaviare [Colombia]","Article","Final","","Scopus","2-s2.0-85082531271"
"Rodríguez, A.C.T.; Binda, E.; Ochoa-Quintero, J.M.; García, H.; Gómez, B.; Soto, C.; Martínez, S.; Clerici, N.","Rodríguez, Andrea Catalina Torres (58435021000); Binda, Edoardo (58315345200); Ochoa-Quintero, José Manuel (24587407600); García, Hernando (57207755287); Gómez, Bibiana (58315842700); Soto, Carolina (58182660100); Martínez, Sindy (57209572596); Clerici, Nicola (8721963900)","58435021000; 58315345200; 24587407600; 57207755287; 58315842700; 58182660100; 57209572596; 8721963900","Answering the right questions. Addressing biodiversity conservation in post-conflict Colombia","2020","Environmental Science and Policy","104","","","82","87","14","10.1016/j.envsci.2019.11.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086384993&doi=10.1016%2Fj.envsci.2019.11.012&partnerID=40&md5=aabacc5db22aac402ffe5b870178267e","The post-conflict scenario in Colombia poses several environmental urgencies, making it necessary to identify and prioritize new challenges for biodiversity conservation and ecosystems management. It is critical to understand how government agencies, NGOs, and academics perceive these challenges, as they all contribute to fundamental decision-making on environmental issues. To achieve this objective we formulated fifty-two research questions that were edited, evaluated, and prioritized by members of each group in a dedicated workshop. Ten of these questions were identified as top priorities and shared with twenty additional members of each group. Perceptions and rankings of the ten priority questions were then compared among groups, but no statistical difference was found. These results highlight that broadly similar goals for biodiversity conservation are shared by all key decision makers in post-conflict Colombia. Namely, conservation through sustainable management practices and development of local economies previously affected by the conflict. The process of developing and prioritizing these research questions helped to identify key drivers of biodiversity loss and create a research agenda to mitigate environmental impacts in post-conflict Colombia. © 2019","Conservation; Ecosystem threats; Environmental decision makers; Environmental workshop; Local development","article; biodiversity; Colombia; conservation biology; economic aspect; ecosystem; environmental impact; human; perception","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85086384993"
"Solís-Espallargas, C.; Barreto-Tovar, C.H.","Solís-Espallargas, Carmen (56461383800); Barreto-Tovar, Carlos H. (57216895259)","56461383800; 57216895259","The environmental education vision of master's in pedagogy students in the framework of the Catedra de la Paz in Colombia; La visión de la educación ambiental de estudiantes de maestría en pedagogía en el marco de la Cátedra de la paz en Colombia","2020","Formacion Universitaria","13","2","","153","166","8","10.4067/S0718-50062020000200153","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085171811&doi=10.4067%2FS0718-50062020000200153&partnerID=40&md5=229a48c093958a1c589eecc8560bfe4e","The aim of this research is analysing the visions of master's students on global problems, sustainability and their suggestions for Environmental Education within the framework of the Catedra de la Paz in Colombia. Students of the Master's Degree in Pedagogy of the Universidad de la Sabana (Colombia) participated in a questionnaire. Results showed that violence and environmental pollution were considered the most relevant problems. The concept of sustainability was mainly referred to as environmental awareness. Participants also understand that Environmental Education ought to include knowledge about nature. Students should be emotionally involved in the care and protection of the environment and future strategies need to be suggested Teachers' training needs to be improved regarding social and environmental problems. A complex and holistic perspective should be applied, and teacher training programs should provide students with the necessary tools and strategies for including peace and the environment in their learning. © 2020 Centro de Informacion Tecnologica.","Environmental education; Peace education; Post-conflict; Sustainability; Teacher training","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85085171811"
"Graser, M.; Bonatti, M.; Eufemia, L.; Morales-Muñoz, H.; Lana, M.; Löhr, K.; Sieber, S.","Graser, Maximilian (57211240344); Bonatti, Michelle (55673257500); Eufemia, Luca (57203260784); Morales-Muñoz, Hector (57208709504); Lana, M. A. (35219071400); Löhr, Katharina (57192691160); Sieber, Stefan (24778929900)","57211240344; 55673257500; 57203260784; 57208709504; 35219071400; 57192691160; 24778929900","Peacebuilding in rural Colombia-a collective perception of the Integrated Rural Reform (IRR) in the department of Caqueta (Amazon)","2020","Land","9","2","","","","20","10.3390/land9020036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080967486&doi=10.3390%2Fland9020036&partnerID=40&md5=bfbd69ff3aa5061b84c822b6c433111e","The 2016 peace agreement between the Government of Colombia and the FARC-EP created institutional space for an effective implementation of needed rural reforms. However, the change of power structures also contains risks, like the deterioration of natural resources and the strengthening of other armed groups. By addressing collective perceptions regarding the Integrated Rural Reform (IRR), this paper shows the consequences of the peace agreement for the rural population in the department of Caqueta. Additionally, it presents the main challenges for further departmental development. The case study approach uses both semi-structured expert interviews of rural development stakeholders in different sectors based on three sampling strands, as well as participatory observation in the field. The main findings show an increase of general physical security and (economic) interest in the department since the signing of the agreement, while the deforestation rate, homicides, and threats against social-environmental leaders were all highly increased. The study also derives recommendations of departmental actors in rural development for a more effective peace implementation process, like the change from cattle driven to a more conservational economy with agri-silviculture and ecotourism, led by local civil society. To create a stable peace, it is crucial that the current government effectively implements the IRR, while also considering departmental perceptions of sustainable development. If the implementation process and departmental recognition is not enforced sufficiently, then peace might only be possible at the cost of the Amazon and its nature. © 2020 by the authors.","Caquetá; Colombia; Environmental peacebuilding; Natural resource management; Peace agreement; Peacebuilding; Rural development","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85080967486"
"Williams, B.A.; Grantham, H.S.; E.m Watson, J.E.M.; Alvarez, S.J.; Simmonds, J.S.; Rogéliz-Prada, C.A.; da Silva, M.; Forero-Medina, G.; Etter, A.; Nogales, J.; Walschburger, T.; Hyman, G.; Beyer, H.L.","Williams, Brooke A. (57194189665); Grantham, Hedley S. (14621461700); E.m Watson, James E.M. (55213700400); Alvarez, Silvia J. (57215201309); Simmonds, Jeremy S. (57192803531); Rogéliz-Prada, Carlos Andres (57215207420); da Silva, Mayesse Aparecida (35077161400); Forero-Medina, Germán (23468922700); Etter, Andres (8247130000); Nogales, Jonathan (57215199544); Walschburger, Tomas (55995537300); Hyman, Glenn Graham (9739894000); Beyer, Hawthorne L. (8615649700)","57194189665; 14621461700; 55213700400; 57215201309; 57192803531; 57215207420; 35077161400; 23468922700; 8247130000; 57215199544; 55995537300; 9739894000; 8615649700","Minimising the loss of biodiversity and ecosystem services in an intact landscape under risk of rapid agricultural development","2020","Environmental Research Letters","15","1","014001","","","65","10.1088/1748-9326/ab5ff7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080095126&doi=10.1088%2F1748-9326%2Fab5ff7&partnerID=40&md5=05bc0aedf2deceed2f8d393d9e67a60c","As humanity's demand for resources continues to rise and productive arable lands become increasingly scarce, many of Earth's remaining intact regions are at heightened risk of destruction from agricultural development. In situations where agricultural expansion is inevitable, it is important to manage intact landscape transformation so that impacts on environmental values are minimised. Here, we present a novel, spatially explicit, land use planning framework that addresses the decision making needed to account for different, competing economic-environment objectives (agricultural production value, biodiversity conservation, ecosystem service retention) when land use change is inevitable within an intact landscape. We apply our framework to the globally significant savannahs of the Orinoquia (Colombia), which in a post-conflict era is under increased agricultural development pressure. We show that while negative environmental impacts can be reduced through planning, the total area of land converted to agriculture is the unavoidable principal driver of biodiversity and ecosystem service loss. We therefore identify planning solutions that perform well across all objectives simultaneously, despite trade-offs among them. When 15%, 20%, 30% and 40% of the study area is allowed to be converted to agriculture, on average planning can improve species persistence and ecosystem service retention by up to 16%, 15%, 12%, and 9%, respectively, when compared to agricultural-focused solutions. Development in the region so far has had an unnecessarily large impact on environmental objectives due to a lack of effective land use planning, creating an 'opportunity debt'. Our study provides an evidence base to inform proactive planning and the development of environmentally sensible agricultural development policy and practice in the region. This framework can be used by stakeholders to achieve agriculture expansion goals and maximise economic profit while minimising impacts on the environment in the Orinoquia, or any relatively intact region that is being developed. © 2020 The Author(s). Published by IOP Publishing Ltd.","agricultural development; biodiversity; conservation; ecosystem services; land use planning; multiple objectives; trade-offs","Biodiversity; Commerce; Conservation; Decision making; Economic and social effects; Environmental impact; Expansion; Forestry; Land use; Agricultural development; Ecosystem services; Land Use Planning; Multiple-objectives; Trade off; Ecosystems; agricultural development; biodiversity; conservation management; ecosystem service; land use planning; landscape ecology; risk assessment; stakeholder; trade-off; Colombia","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85080095126"
"Acevedo Osorio, Á.; Schneider, S.","Acevedo Osorio, Álvaro (57194113177); Schneider, Sergio (35192168300)","57194113177; 35192168300","Peasant, Family and Community Farming: A renewed peasantry perspective for the peace in Colombia; Agricultura Campesina, Familiar y Comunitaria: una perspectiva renovada del campesinado para la construcción de paz en Colombia","2020","Revista Luna Azul","50","","","132","155","7","10.17151/luaz.2020.50.7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143275147&doi=10.17151%2Fluaz.2020.50.7&partnerID=40&md5=2d3105d298e80e8a21a2283fe5ef1be4","The growing interest about the Colombian peasantry in the post-conflict stage makes it necessary a theoretical reflection on its historical and political characteristics. Objective. The emergence of the Family Farming category in Colombia and its relationship with previous denominations is analyzed. Materials and methods. This study took into account Latin American sources of information in general and Colombian in particular, related to the peasantry and the different theoretical approaches as well as historical events that have marked important changes at the national level. Results. The designation of Farming, Family and Community Agriculture (FFCA) is highlighted as a category for Colombia in tune with the global discussions on peasantry´s rights and the national reflection on the necessary conditions for the peace building. Conclusions. The suggested definition is integrating the characteristics of peasants, indigenous, Afro-Colombians and others, and demonstrates the enormous socio-cultural, economic and environmental diversity that characterizes the territories that they build and occupy. The agroecological approach is proposed, as a strategy in order to strengthen the different forms of FFCA. © 2020 Universidad de Caldas. All rights reserved.","agroecology; Family Farming; peasantry; posconflict; RENAF","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85143275147"
"Arango, A.C.","Arango, Adriana Castrillón (57222124737)","57222124737","Design for the participation of communities and initiatives in the Colombian post-conflict: Cartographies to design peace from the common goods; Diseño para la participación de comunidades e iniciativas en el post-conflicto colombiano: Cartografías para diseñar la paz desde los bienes comunes","2020","Kepes","17","21","","335","360","2","10.17151/kepes.2020.17.21.12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101545533&doi=10.17151%2Fkepes.2020.17.21.12&partnerID=40&md5=ce6b58f2986915c72caf44847acc714d","Despite the constant situation of armed conflict, there are communities in Colombia that create peace from their daily actions, from their relationship with others, from their natural environment, from non-violent resistance to external oppressive agents, from the construction of systems of government and participation that link diversity and from the creation of bonds of trust that make it possible to organize systems of social articulation in a horizontal way or of transitory hierarchies. This research work in Design presents a methodological prototype for mapping initiatives and communities of peace from the base which provides a guide to create, maintain and enhance non-violent forms of social relations. The technique involves design thinking as an epistemological place and the creation and maintenance of common goods as philosophy. All this to design actions, spaces and artifacts within communities with the capacity to strengthen environments without violence based on the hypothesis that, without common goods, there is no peace. Despite this text proposes a methodological technique that arises from the academy, considers future possibilities in terms of non-academic intervention with communities, and invites to consider their symbolic practices to design peace as a common good. © 2020 Universidad de Caldas. All rights reserved.","Co-creation; Design thinking; Peace; Post-conflict; Research for peace; The Common goods","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85101545533"
"Carreño-Novoa, M.C.; Matta, W.X.; Arias-Romero, C.O.; Torres Tovar, C.A.","Carreño-Novoa, María Camila (57190305524); Matta, Wanda Xiomara (57219270666); Arias-Romero, Carlos Orlando (57190298754); Torres Tovar, Carlos Alberto (37056494900)","57190305524; 57219270666; 57190298754; 37056494900","Strengthening social fabric to build urban peace.""Usmeando"" the right to the city; Fortalecer o tecido social para construir a paz urbana. ""usmeando"" o direito à cidade; Renforcement le tissu social pour construire la paix urbaine. ""usmeando"" le droit à la ville; Fortalecimiento del tejido social para construir paz urbana. ""usmeando"" el derecho a la ciudad","2020","Bitacora Urbano Territorial","30","3","","177","189","0","10.15446/BITACORA.V30N3.85640","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091993852&doi=10.15446%2FBITACORA.V30N3.85640&partnerID=40&md5=a6314ab7860ea62ed77424d1441b5823","This article approaches the situations of exclusion and segregation derived from public housing policy in Bogotá, particularly in the Ciudadela Nuevo Usme (UPZ 61 in the town of Usme), identified in the solidarity extension project ""Usmeando"" the right to city and land use in the post-conflict period, which led the Research Group ""Urban Processes in Habitat, Housing and Information"" of the National University of Colombia, in association with the social and community process of the Usme Popular Public Hearing in 2017. This aproximación arises from the approach to the realities and territorial conflicts, as well as from a joint look between the organized community and inhabitant of UPZ 61, and the researchers. For this, research, action and community participation instruments were used, which allowed the development of strategies to tackle problems related to the inhabited territory. In short, this document contains critical reflections on the issues related to the territory and the daily life of inhabiting this place (housing without a city), and the challenges that emerge from it. It also addresses the limitations for the construction of the social fabric; the social management of the urban and its conflicts; the results of said management from the perspective of the conceived to the lived; and the potential of the experience. © 2020 Universidad Nacional de Colombia. All rights reserved.","Bogotá; Community participation; Housing; Peace; Urban development; Urban spaces","","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85091993852"
"Prem, M.; Saavedra, S.; Vargas, J.","Prem, Mounu (57198436329); Saavedra, Santiago (57213813560); Vargas, Juan F. (14040872000)","57198436329; 57213813560; 14040872000","End-of-conflict deforestation: Evidence from colombia’s peace agreement","2020","Journal of World-Systems Research","26","2","","231","262","2","10.5195/jwsr.2020.981","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089848676&doi=10.5195%2Fjwsr.2020.981&partnerID=40&md5=56c492c3066dd1c48ee1f691897a173f","Armed conflict can endanger natural resources through several channels such as direct predation from fighting groups, but it may also help preserve ecosystems by dissuading extractive economic activities through the fear of extortion. The effect of conflict on deforestation is thus an empirical question. This paper studies the effect on forest cover of Colombia’s recent peace negotiation between the central government and the FARC insurgency. Using yearly deforestation data from satellite images and a difference-in-differences identification strategy, we show that areas controlled by FARC prior to the declaration of a permanent ceasefire that ultimately led to a peace agreement experienced a differential increase in deforestation after the start of the ceasefire. The deforestation effect of peace is attenuated in municipalities with higher state capacity, and is exacerbated by land intensive economic activities. Our results highlight the importance of complementing peacemaking milestones with state building efforts to avoid environmental damage. © 2020, University Library System, University of Pittsburgh. All rights reserved.","Colombia; Conflict; Deforestation; Peace building","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85089848676"
"González-Cortés, L.D.; Husain-Talero, S.","González-Cortés, Luz Dary (57217987249); Husain-Talero, Soraya (56193132200)","57217987249; 56193132200","Social entrepreneurship and sustainable tourism in Colombia: A baseline study in post-conflict regions","2020","International Journal of Sustainability in Economic, Social, and Cultural Context","16","2","","65","85","2","10.18848/2325-1115/CGP/v16i02/65-85","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087803196&doi=10.18848%2F2325-1115%2FCGP%2Fv16i02%2F65-85&partnerID=40&md5=bcdb8fef716f319a246d3da6155fbd92","This article analyses the presence of sustainable tourism and social entrepreneurship in various Colombian regions, which are currently undergoing post-conflict management, in order to establish a baseline against which to monitor and assess future tourism initiatives and growth. The study was done using a qualitative methodology that included semi-structured interviews with tourism actors, with four main dimensions: social, economic, political, and environmental. The research revealed that, after the signing of the peace treaty, tourism in previously conflict-affected regions significantly increased due to the growth of privately owned tourism enterprises focused on profit making. However, levels of sustainable development, community involvement, and social entrepreneurship initiatives remain low; hence, the tourism value chain needs to be strengthened with local community involvement in order to reconstruct the social fabric. This can be done with social entrepreneurial practice, through sustainable tourism, or Sustainable Social Tourism, considered an innovative model that empowers communities and contributes to peace building. © Common Ground Research Networks, Luz Dary González-Cortés, Soraya Husain-Talero, All Rights Reserved.","Innovation; Peace building; Post-conflict; Social entrepreneurship; Sustainable tourism","","Article","Final","","Scopus","2-s2.0-85087803196"
"Unigarro, D.E.U.","Unigarro, Daniel Esteban (57217734458)","57217734458","Peasants in the northwestern Colombian Amazon: Caught between coca, conflict, and peacebuilding; Os camponeses da Amazônia noroeste Colombiana: Entre a coca, o conflito e a construção da paz; Los campesinos de la Amazonia noroccidental Colombiana: Entre la coca, el conflicto y la construcción de paz","2020","Antipoda","2020","40","","175","200","6","10.7440/antipoda40.2020.08","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087552048&doi=10.7440%2Fantipoda40.2020.08&partnerID=40&md5=fdc67fe8666f9cd47ad3fbb887100756","The signing of the Peace Agreement between the national Government and the Revolutionary Armed Forces of Colombia (FARC) was seen as an opportunity to improve the living conditions of the peasants of the northwestern Colombian Amazon. These peasants occupied the region through a long process of colonization and ended up being involved in the dynamics of coca growing and the armed conflict. However, when some rural inhabitants of the departmental capital, San José del Guaviare, were asked what they expected from the ensuing peace building, some uncertainty was perceived regarding their possibilities of remaining in the territory, given the lack of productive alternatives and the overlapping of management structures such as the Amazon Forest Reserve, the Nukak Indigenous Reservation and the Peasant Reserve Zone. To reveal the current situation of the peasants of Guaviare, in addition to the documentary research, which provided a better understanding of the processes of peasant colonization of the forest environment, the ethnographic fieldwork, carried out during three short stays in six villages and in a former Territorial Space for Training and Reincorporation (TSTR), made it possible to understand the different realities of the rural territory, through informal conversations, open interviews, and workshops involving the community. The results of the research reveal that the inhabitants who, decades ago, settled in the rural area of San José del Guaviare, including the former FARC combatants, are peasants who wish to live in peace, despite the historical difficulties associated with its occupation. To be able to do so, the formalization of land tenure and rural productivity must be guaranteed. The contribution of this article lies in the fact that it manages to unveil the territorial memory associated with coca and the conflict, in part of the Colombian Amazon, based on the voices of peasants and ex-combatants, who share a territory that they recognize as their own, and the problems involved in peace building. © 2020, Universidad de los Andes, Bogota Colombia. All rights reserved.","Amazon; Colonization; Conflict; Peace building; Peasants; Rural territory","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85087552048"
"Krause, T.","Krause, Torsten (55804333700)","55804333700","Reducing deforestation in Colombia while building peace and pursuing business as usual extractivism?","2020","Journal of Political Ecology","27","1","","401","418","34","10.2458/V27I1.23186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086841100&doi=10.2458%2FV27I1.23186&partnerID=40&md5=330cc907a6bbda67c981ea7ba4eba9d8","In this article, I examine the contradictions and tensions in Colombia's simultaneous embrace of REDD+ and a peace-building process premised on continued extractivism. Colombia is emerging from an internal conflict that lasted more than 50 years. In this process rural land-use is being transformed, generating new conflicts over land use and control with detrimental effects on Colombia's forests. Based on official documents, reports, existing scholarly work, interviews and observations collected during fieldwork in the Colombian Amazon, I analyze the ways in which peace-building and post-conflict transition have precipitated factors which have aggravated land conflicts and led to the escalation of deforestation in Colombia. I argue that Colombia's current REDD+ efforts mainly serve to attract international funding and legitimize the status quo since they remain disconnected from the structural processes that directly and indirectly drive deforestation. As such, REDD+ in Colombia contributes to a contradictory neoliberal approach to development, which promises to safeguard the environment, while supporting large-scale extractive industries, mining, cattle ranching and intensive agriculture, resulting in the increase in deforestation and forest degradation. © 2020 University of Arizona Libraries.","Colombia; Deforestation; Extractivism; Peace-building; Post-conflict; REDD+","deforestation; environmental degradation; fieldwork; forest management; governance approach; intensive agriculture; peacekeeping; Colombia; Bos","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85086841100"
"Paredes Hernández, N.","Paredes Hernández, Natalia (57216887554)","57216887554","Critical epidemiology and dispossession of lands and territories: A theoretical reflection; A epidemiologia crítica e o despojamento de terras e territórios: Uma reflexão teórica; La epidemiología crítica y el despojo de tierras y territorios: Una reflexión teórica","2020","Revista Ciencias de la Salud","18","Special Issue","","","","0","10.12804/revistas.urosario.edu.co/revsalud/a.8994","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085103557&doi=10.12804%2Frevistas.urosario.edu.co%2Frevsalud%2Fa.8994&partnerID=40&md5=4eea8b70e1780d60f2ed690dbe4b24d3","Introduction: Critical epidemiology, as an epistemic proposal for understanding health processes, artic-ulates a conceptual and instrumental system that allows explaining how health and disease are socially determined. In the case of the rural population, the impact of geopolitical phenomena such as land grabbing and dispossession of lands and territories is a determinant of their health-disease processes. Throughout this article of theoretical reflection, a series of approaches and categories proposed by Jaime Breilh, who has pioneered the subject, is presented and their potential to explain the incidence of these phenomena in the modification of ways of live and the health situation of the rural population. Development: Some substantial components of critical epidemiology in relation to their theoretical and methodological relevance to analyze land dispossession and health processes are the presence of the social in epidemiology; the procedural and spatial-temporal dimension; the macro and the micro: unity and hierarchy; protective and destructive health processes, and the concept of society-nature metabo-lism. Conclusions: The dispossession of land in Colombia has been of great magnitude, and its resolution is considered a central issue for the construction of post-conflict peace. From the theoretical framework of critical epidemiology, it is possible to carry out research to address the incidence of dispossession and the grabbing of lands and territories, in the collective health situation of the rural population. This type of approach has had little development in the country and becomes important in the current context, where growing extractivism threatens the vital processes of agrarian communities. © 2020, Universidad del Rosario. All rights reserved.","Critical epidemiology; Dispossession of lands and territories; Protective processes and destroyers of health; Social determination of health; Social metabolism","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access","Scopus","2-s2.0-85085103557"
"Kerr, K.","Kerr, Katie (57194175265)","57194175265","Assessing gang risks in post-war environments: The Case of Colombia","2020","Stability","9","1","5","","","7","10.5334/sta.720","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084233240&doi=10.5334%2Fsta.720&partnerID=40&md5=3c30d2f7e60d29ae99de744ff5dd8081","Countries emerging from armed conflict often experience heightened violence and youth gang activity. Following the signing of peace accords with the Revolutionary Armed Forces of Colombia - People’s Army (FARC-EP), what are Colombia’s risks in terms of youth gangs? To assess these risks, this article draws from gang research and literature on post-war violence to identify six factors that recur in post-war environments and are likely to fuel a rise in gangs: illicit economies and criminal networks, exposure to violence, marginalization, social disorganization, security gaps and state responses, and former combatants. After analyzing Colombia’s risks with reference to each of these, the article concludes that the strengthening ties between youth gangs and Colombia’s illicit economies, mediated by adult-run criminal networks, increase gang numbers and violence. Moreover, some disadvantaged, urban neighborhoods are vulnerable to gang escalation due to the effects on local youths of protracted violent exposure, marginalization, and social disorganization. Finally, while ex-combatant recidivism and security gaps are prominent concerns in Colombia, they are not expected to contribute significantly to youth gang dynamics in urban areas. © 2020 The Author(s).","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85084233240"
"Iwanowski, Z.W.","Iwanowski, Zbigniew W. (57205419392)","57205419392","Colombia: Peace process and challenges in the post-conflict period","2020","World Economy and International Relations","64","1","","110","118","0","10.20542/0131-2227-2020-64-1-110-118","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082137679&doi=10.20542%2F0131-2227-2020-64-1-110-118&partnerID=40&md5=7e032f7af6aa71c9f8abf2ee73f1a0e6","The paper discusses the main trends in the social and political development of Colombia in the early 21st century. Due to a compromise between the struggling parties, on the one hand, and effective mediation by international community, on the other, the internal armed conflict ended with a peace treaty signed by both forces: government and left radical guerilla. During referendum, a majority of participants did not support peace agreement. In the context of a “right drift”, I. Duque, the supporter of a tougher policy towards former partisans, came to power. However, later, under pressure from international community and internal opposition, the President has taken a more cautious stance. Representatives of the Revolutionary Armed Forces of Colombia (FARC) have occupied a number of seats in parliament; government does in general fulfill its financial obligations towards integrating the demobilized fighters into peaceful life, but it has failed to implement sound structural reforms. Former partisans are particularly concerned about growing attempts to revise conditions of transitional justice while the government is unable to offer them an adequate level of personal security. As a result, some dissident groups and their leaders have resumed hostilities, the guevarist (associated with the strategy of Ernesto „Che” Guevara) National Liberation Army (ELN) has also continued terrorist acts. Nevertheless, the renewal of a full-scale conflict is unlikely due to powerful security forces, small number and fragmentation of partisan units operating in some remote areas, their weak coordination and a rivalry between the FARC and the ELN. Despite relatively favorable economic situation, the President has attempted to unleash the unpopular measure of tax increase. Other challenges are student strikes demanding a reform of higher education, continuous drug trafficking, high level of violence and corruption, and the presence of more than a million of Venezuelan refugees on the Colombian land. According to the author’s conclusion, amid such extreme political polarization, unresolved social problems and high level of organized crime, definitive stabilization in Colombia is an extremely complicated matter. However, the country’s unconventional experience in overcoming acute armed confrontation may be useful to unblock protracted conflicts in other regions of the world. © 2020, Russian Academy of Sciences. All rights reserved.","Colombia; Elections; Internal armed conflict; Organized crime; Polarization; Political processes; Social situation; Terrorism","","Article","Final","","Scopus","2-s2.0-85082137679"
