"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Riegert, J.; Chmel, K.; Vlček, J.; Hrázský, Z.; Sedláček, O.; Grill, S.; Reif, J.; Hořák, D.","Riegert, Jan (6507565983); Chmel, Kryštof (57191610287); Vlček, Jakub (57213629743); Hrázský, Záboj (57094237200); Sedláček, Ondřej (35579593500); Grill, Stanislav (56065736300); Reif, Jiří (14833253400); Hořák, David (55003443900)","6507565983; 57191610287; 57213629743; 57094237200; 35579593500; 56065736300; 14833253400; 55003443900","Alarming declines in bird abundance in an Afromontane global biodiversity hotspot","2021","Biodiversity and Conservation","30","12","","3385","3408","8","10.1007/s10531-021-02252-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110359977&doi=10.1007%2Fs10531-021-02252-1&partnerID=40&md5=0c111a850f21c56e09e07bbd105ddd49","Many natural ecosystems in tropical regions are under immense anthropogenic pressure, mostly connected with forest logging. However, several other factors may play important roles. From a conservation perspective, it is important to assess the impacts of these changes in biodiversity hotspots, but adequate data are scarce. We repeated point-count bird monitoring at 29 count-points in an Afromontane ecosystem near Big Babanki in NW Cameroon after a 13-year period. Between the censuses in 2003 and 2016, we found a decrease in bush cover and an increase in herb layer, whereas tree cover did not change. Consequently, we found a decrease in the total number of bird individuals per count-point driven by a decrease in the abundances of shrubland species, mainly nectarivores and granivores (e.g., Northern double-collared sunbird, Black crowned waxbill, Oriole finch, Thick-billed seedeater or Baglafecht weaver). In general, the decrease was found in nectarivore species that depend on flowering bushes (mainly Hypericum spp.). Similarly, we found a decrease in approximately half of the granivore species that often use bush cover for nesting and feeding. Additionally, one large fruit feeding bird, the Great blue turaco, became nearly extinct probably due to hunting activity. The observed contraction of bush cover accompanied by shrubland bird declines possibly results from a decrease in humidity in the area that was indicated by remote sensing. This may be caused by montane forest loss and fragmentation during the second half of the 20th Century. Our findings uncover the long-term consequences of deforestation which are rarely considered, even though they impact key ecosystem functions. © 2021, The Author(s), under exclusive licence to Springer Nature B.V.","Bird community; Granivores; Long-term changes; Nectarivores; Shrubland birds","abundance; Afrotropical Region; anthropogenic effect; biodiversity; bird; feeding behavior; forest ecosystem; hunting; remote sensing; tropical environment; tropical region; Corythaeola cristata; Estrilda nonnula; Hypericum; Nectarinia preussi; Ploceus baglafecht; Serinus burtoni","Article","Final","","Scopus","2-s2.0-85110359977"
"van Haaren, B.; Andréoli, R.; Dumas, P.; Lille, D.; Géraux, H.","van Haaren, Brice (57201664219); Andréoli, Rémi (23011359900); Dumas, Pascal Sébastien (57202822924); Lille, Didier (6504242656); Géraux, Hubert (6504268741)","57201664219; 23011359900; 57202822924; 6504242656; 6504268741","Characterizing forest ecosystem services degradation within water catchments. An application to a South West Pacific tropical and semi-arid island (New Caledonia)","2021","Environmental Challenges","4","","100151","","","6","10.1016/j.envc.2021.100151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122695092&doi=10.1016%2Fj.envc.2021.100151&partnerID=40&md5=72bd08a50422019908a6cfec07d37eb0","New Caledonia is a tropical semi-arid archipelago in the Southwest Pacific. It is a hotspot of threatened biodiversity. Almost entirely covered in forest before human settlement, the mountainous main island, ""Grande-Terre"", has been subject to fire and mine related deforestation since the 19th century. The degradation of the forest has led to loss of the following ecosystem services: soil stabilization, resilience to anthropogenic pressure, and water buffering. In this study, we quantified the loss of these services through remote sensing, modeling and a statistical approach within water catchment perimeters. The main result is a synthetic geographical database of the water catchment perimeters indicating for each the loss of functions as regards the forest's ecosystem services. In the main island, we found that 54% of the water catchment perimeters were highly degraded, 38% were degraded and only 8% slightly degraded. On this basis, our findings have been presented to public bodies and decision makers in order to raise awareness and to encourage the implementation of appropriate forest management measures. © 2021 The Author(s)","Ecosystem services; Erosion; Fire; Mining activity; Tropical forest; Water catchment","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85122695092"
"Adegbola, P.A.; Adewumi, J.R.; Obiora-Okeke, O.A.","Adegbola, P. A. (57225136599); Adewumi, J. R. (26031266400); Obiora-Okeke, Obinna A. (57220032073)","57225136599; 26031266400; 57220032073","Application of markov chain model and arcgis in land use projection of ala river catchment, Akure, Nigeria","2021","Nigerian Journal of Technological Development","18","1","","30","38","4","10.4314/njtd.v18i1.5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109291624&doi=10.4314%2Fnjtd.v18i1.5&partnerID=40&md5=e5d42329eff9e7befcea230034724880","Increase land use change is one of the consequences of rapid population growth of cities in developing countries with its negative consequences on the environment. This study generates previous and present land use of Ala watershed and project the future land use using Markov chain model and ArcGIS software (version 10.2.1). Landsat 7, Enhanced Thematic mapper plus (ETM+) image and Landsat 8 operational land imager (OLI) with path 190 and row 2 used to generate land use (LU) and land cover (LC) images for the years 2000, 2010 and 2019. Six LU/LC classes were considered as follows: developed area (DA), open soil (OS), grass surface (GS), light forest (LF), wetland (WL) and hard rock (HR). Markov chain analysis was used in predicting LU/LC types in the watershed for the years 2029 and 2039. The veracity of the model was tested with Nash Sutcliffe Efficiency index (NSE) and Percent Bias methods. The model results show that the study area is growing rapidly particularly in the recent time. This urban expansion results in significant decrease of WL coverage areas and the significant increase of DA. This implies reduction in the available land for dry season farming and incessant flood occurrence. © 2021, University of Ilorin, Faculty of Engineering and Technology. All rights reserved.","ArcGIS; Land cover; Land use change; Markov chain; Urbanization; Watershed","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85109291624"
"Rousset, G.; Despinoy, M.; Schindler, K.; Mangeas, M.","Rousset, Guillaume (57203718388); Despinoy, Marc (6507814996); Schindler, Konrad (8557497200); Mangeas, Morgan (6508084191)","57203718388; 6507814996; 8557497200; 6508084191","Assessment of deep learning techniques for land use land cover classification in southern new caledonia","2021","Remote Sensing","13","12","2257","","","69","10.3390/rs13122257","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108368569&doi=10.3390%2Frs13122257&partnerID=40&md5=13c3e62c40ae3baf757d7c549e4528b8","Land use (LU) and land cover (LC) are two complementary pieces of cartographic information used for urban planning and environmental monitoring. In the context of New Caledonia, a biodiversity hotspot, the availability of up-to-date LULC maps is essential to monitor the impact of extreme events such as cyclones and human activities on the environment. With the democratization of satellite data and the development of high-performance deep learning techniques, it is possible to create these data automatically. This work aims at determining the best current deep learning configuration (pixel-wise vs. semantic labelling architectures, data augmentation, image prepos-sessing, … ), to perform LULC mapping in a complex, subtropical environment. For this purpose, a specific data set based on SPOT6 satellite data was created and made available for the scientific community as an LULC benchmark in a tropical, complex environment using five representative areas of New Caledonia labelled by a human operator: four used as training sets, and the fifth as a test set. Several architectures were trained and the resulting classification was compared with a state-of-the-art machine learning technique: XGboost. We also assessed the relevance of popular neo-channels derived from the raw observations in the context of deep learning. The deep learning approach showed comparable results to XGboost for LC detection and over-performed it on the LU detection task (61.45% vs. 51.56% of overall accuracy). Finally, adding LC classification output of the dedicated deep learning architecture to the raw channels input significantly improved the overall accuracy of the deep learning LU classification task (63.61% of overall accuracy). All the data used in this study are available on line for the remote sensing community and for assessing other LULC detection techniques. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Deep learning: XGBoost; Land cover; Land use; Neo-channels; Neural network; New Caledonia; Remote sensing","Architecture; Biodiversity; Land use; Learning systems; Personnel training; Remote sensing; Semantics; Statistical tests; Storms; Tropics; Classification tasks; Complex environments; Environmental Monitoring; Land use/ land covers; Learning architectures; Learning techniques; Machine learning techniques; Scientific community; Deep learning","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85108368569"
"de Marzo, T.; Pflugmacher, D.; Baumann, M.; Lambin, E.F.; Gasparri, I.; Kuemmerle, T.","de Marzo, Teresa (57316000300); Pflugmacher, Dirk (14048914300); Baumann, Matthias (55437763600); Lambin, Eric F. (7006191947); Gasparri, Nestor Ignacio (8983318800); Kuemmerle, Tobias (8293489400)","57316000300; 14048914300; 55437763600; 7006191947; 8983318800; 8293489400","Characterizing forest disturbances across the Argentine Dry Chaco based on Landsat time series","2021","International Journal of Applied Earth Observation and Geoinformation","98","","102310","","","62","10.1016/j.jag.2021.102310","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113437355&doi=10.1016%2Fj.jag.2021.102310&partnerID=40&md5=bb9c7307b970f7e125e6d27e66dbd12c","Forest loss in the tropics affects large areas, but whereas full forest conversions are routinely assessed, forest degradation patters remain often unclear. This is particularly so for the world's tropical dry forests, where remote sensing of forest disturbances is challenging due to high canopy complexity, strong phenology and climate variability, and diverse degradation drivers. Here, we used the full depth of the Landsat archive and devised an approach to detect disturbances related to forest degradation across the entire Argentine Dry Chaco (about 489,000 km2) over a 30-year timespan. We used annual time series of different spectral indices, summarized for three seasonal windows, and applied LandTrendr to temporally segment each time series. The resulting pixel-level forest disturbance metrics then served as input for a Random Forests classification which we used to produce an area-wide disturbance map, and associated yearly area estimates of disturbed forest. Finally, we evaluated disturbance trends in relation to climate and soil conditions. Our best model produced a disturbance map with an overall accuracy of 79%, with a balanced error distribution. A total of 8% (24,877 ± 860 km2) of the remaining forest in the Argentine Dry Chaco have been affected by forest disturbances between 1990 and 2017. Diverse spatial patterns of forest disturbances indicate a variety of agents driving disturbances. We also found the disturbed area to vary strongly between years, with larger areas being disturbed during drought years. Our approach shows that it is possible to robustly map forest disturbances in tropical dry forests using Landsat time series, and demonstrates the value of ensemble approaches to capture spectrally-complex and heterogeneous land-change processes. For the Chaco, a global deforestation hotspot, our analyses provide the first Landsat-based assessment of forest disturbance in remaining forests, highlighting the need to better consider such disturbances in assessments of carbon budgets and biodiversity change. © 2021","Ensemble classification; Forest degradation; LandTrendr; Random Forests; Trajectory analyses; Tropical dry forests","algorithm; dry forest; environmental degradation; environmental disturbance; image classification; Landsat; time series; trajectory; tropical forest; Argentina; Chaco [Argentina]; Argentinidae","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85113437355"
"Onilude, O.O.; Vaz, E.","Onilude, Olalekan O. (57218776059); Vaz, Eric De Noronha (55973145700)","57218776059; 55973145700","Urban Sprawl and Growth Prediction for Lagos Using GlobeLand30 Data and Cellular Automata Model","2021","Sci","3","2","23","","","21","10.3390/sci3020023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110337619&doi=10.3390%2Fsci3020023&partnerID=40&md5=2c8be7649c2c77a5c223d462e533abd9","Urban growth in various cities across the world, especially in developing countries, leads to land use change. Thus, predicting future urban growth in the most rapidly growing region of Nigeria becomes a significant endeavor. This study analyzes land use and land cover (LULC) change and predicts the future urban growth of the Lagos metropolitan region, using Cellular Automata (CA) model. To achieve this, the GlobeLand30 datasets from years 2000 and 2010 were used to obtain LULC maps, which were utilized for modeling and prediction. Change analysis and prediction for LULC scenario for 2030 were performed using LCM and CA Markov chain modeling. The results show a substantial growth of artificial surfaces, which will cause further reductions in cultivated land, grassland, shrubland, wetland, and waterbodies. There was no appreciable impact of change for bare land, as its initial extent of cover later disappeared completely. Additionally, artificial surfaces/urban growth in Lagos expanded to the neighboring towns and localities in Ogun State during the study period, and it is expected that such growth will be higher in 2030. Lastly, the study findings will be beneficial to urban planners and land use managers in making key decisions regarding urban growth and improved land use management in Nigeria. © 2021 by the authors.","cellular automata; GlobeLand30; growth prediction; Lagos; LULC change; Markov chain; remote sensing; urban sprawl","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85110337619"
"Hoang, N.T.; Kanemoto, K.","Hoang, Nguyen Tien (57188550727); Kanemoto, Keiichiro (54881919200)","57188550727; 54881919200","Mapping the deforestation footprint of nations reveals growing threat to tropical forests","2021","Nature Ecology and Evolution","5","6","","845","853","273","10.1038/s41559-021-01417-z","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103387600&doi=10.1038%2Fs41559-021-01417-z&partnerID=40&md5=2bc3c6b8f7e1862cbbf16d81bf67ef32","Deforestation, a significant threat to biodiversity, is accelerated by global demand for commodities. Although prior literature has linked deforestation to global supply chains, here we provide a fine-scale representation of spatial patterns of deforestation associated with international trade. Using remote sensing data and a multi-region input–output model, we quantify and map the spatiotemporal changes in global deforestation footprints over 15 years (2001–2015) at a 30-m resolution. We find that, while many developed countries, China and India have obtained net forest gains domestically, they have also increased the deforestation embodied in their imports, of which tropical forests are the most threatened biome. Consumption patterns of G7 countries drive an average loss of 3.9 trees per person per year. Some of the hotspots of deforestation embodied in international trade are also biodiversity hotspots, such as in Southeast Asia, Madagascar, Liberia, Central America and the Amazonian rainforest. Our results emphasize the need to reform zero-deforestation policies through strong transnational efforts and by improving supply chain transparency, public–private engagement and financial support for the tropics. © 2021, The Author(s), under exclusive licence to Springer Nature Limited.","","Central America; China; commercial phenomena; environmental protection; forest; human; India; international cooperation; Madagascar; Commerce; Conservation of Natural Resources; Forests; Humans; Internationality","Article","Final","","Scopus","2-s2.0-85103387600"
"Braun, A.C.; Faßnacht, F.; Valencia, D.; Sepúlveda, M.","Braun, Andreas C. (23468824400); Faßnacht, Fabian Ewald (55053512400); Valencia, Diego (57204872870); Sepúlveda, Maximiliano A. (24074587700)","23468824400; 55053512400; 57204872870; 24074587700","Consequences of land-use change and the wildfire disaster of 2017 for the central Chilean biodiversity hotspot","2021","Regional Environmental Change","21","2","37","","","26","10.1007/s10113-021-01756-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103346581&doi=10.1007%2Fs10113-021-01756-4&partnerID=40&md5=d0ae6a7632b3211d7e57317d3dd90962","Central Chile is an important biodiversity hotspot in Latin America. Biodiversity hotspots are characterised by a high number of endemic species cooccurring with a high level of anthropogenic pressure. In central Chile, the pressure is caused by land-use change, in which near-natural primary and secondary forests are replaced and fragmented by commercial pine and eucalyptus plantations. Large forest fires are another factor that can potentially endanger biodiversity. Usually, environmental hazards, such as wildfires, are part of the regular environmental dynamic and not considered a threat to biodiversity. Nonetheless, this situation may change if land-use change and altered wildfire regimes coerce. Land-use change pressure may destroy landscape integrity in terms of habitat loss and fragmentation, while wildfires may destroy the last remnants of native forests. This study aims to understand the joint effects of land-use change and a catastrophic wildfire on habitat loss and habitat fragmentation of local plant species richness hotspots in central Chile. To achieve this, we apply a combination of ecological fieldwork, remote sensing, and geoprocessing to estimate the spread and spatial patterns of biodiverse habitats under current and past land-use conditions and how these habitats were altered by land-use change and by a single large wildfire event. We show that land-use change has exceeded the wildfire’s impacts on diverse habitats. Despite the fact that the impact of the wildfire was comparably small here, wildfire may coerce with land-use change regarding pressure on biodiversity hotspots. Our findings can be used to develop restoration concepts, targeting on an increase of habitat diversity within currently fire-cleared areas and evaluate their benefits for plant species richness conservation. © 2021, The Author(s).","Biodiversity hotspot; Central Chile; Landscape metrics; Plantation forestry; Wildfire","","Article","Final","All Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85103346581"
"Rodríguez-Echeverry, J.; Leiton, M.","Rodríguez-Echeverry, James (56705449000); Leiton, Margareth (57221636717)","56705449000; 57221636717","State of the landscape and dynamics of loss and fragmentation of forest critically endangered in the tropical Andes hotspot: Implications for conservation planning","2021","Journal of Landscape Ecology(Czech Republic)","14","1","","73","91","13","10.2478/jlecol-2021-0005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107803561&doi=10.2478%2Fjlecol-2021-0005&partnerID=40&md5=90fe839aaf60c091bce96bfd4d1ae929","Currently, there is no precise information on the degree of transformation of Tropical Andes hotspot landscape and native ecosystems due to the intensification of agricultural and urban land-use. Proper knowledge of these changes would provide crucial information for planning conservation strategies. We evaluated the impact of the intensification of agricultural and urban land-use on the Inter-Andean Dry Forest and Tropical Montane Forest, both of which are categorized as Critically Endangered, and the state of the landscape in the High Rio Guayllabamba watershed, Ecuador, during the periods 1991-2005 and 2005-2017. The evaluation was carried out using Landsat satellite images of 30 x 30 m pixels and landscape metrics. We found an advanced state of landscape transformation. Since the 1990s, the loss of both ecosystems was largely caused by the conversion of forest to agriculture, resulting in substantial changes in the spatial configuration of these ecosystems. From 1991 to 2017, 19.8 % and 16.1 % of Inter-Andean Dry Forest and Tropical Montane Forest respectively, were converted to agriculture. The loss of Inter-Andean Dry Forest was 28 % and the number of forest patches increased by more than 150%. The loss of Tropical Montane Forest was 16.5 % and the number of forest patches increased by more than 300 %. The largest loss and fragmentation of forest cover occurred from 1991 to 2005. We suggested planning landscape-scale conservation, using the patch-corridor-matrix model. This model is appropriate given the current configuration of the landscape studied, with Inter-Andean Dry Forest and Tropical Montane Forest restricted to small patches sparsely distributed across the landscape. © 2021 Sciendo. All rights reserved.","Changing landscape; Ecuador; Forest habitat; Forest landscape; Landscape-scale conservation; Rio Guayllabamba watershed","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85107803561"
"Ye, Y.; Zhang, J.; Wang, T.; Bai, H.; Wang, X.; Zhao, W.","Ye, Yanqiong (8550463900); Zhang, Jiaen (56595405200); Wang, Ting (57209583668); Bai, Hui (57223041194); Wang, Xuan (57223048151); Zhao, Wei (57223037218)","8550463900; 56595405200; 57209583668; 57223041194; 57223048151; 57223037218","Changes in land-use and ecosystem service value in guangdong province, southern China, from 1990 to 2018","2021","Land","10","4","426","","","47","10.3390/land10040426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104673199&doi=10.3390%2Fland10040426&partnerID=40&md5=bd4845f9010dd06ff92ce699ab2babbf","Land-use/cover is one of the major factors that affects the ecosystem and the services it provides. The impact of land-use change on ecosystem service value is a hotspot in developing countries, especially China—a region with rapid economic development and rapid population growth. As the leading area of China’s reform and opening-up, Guangdong province in southern China is subjected to land-use conversion that significantly alters the capacity of natural ecosystem to provide ecosystem services supporting human well-being. We analyzed the characteristics of land-use changes from 1990 to 2018 using the four-phase land-use data interpreted from Landsat satellite images. We estimated the ecosystem service value through a well-established benefit transfer method using modified local value coefficients, analyzed the trade-offs and synergies among ecosystem services through ecosystem service trade-off degree, and compared the relationship between ecosystem services value, economic development, and population in Guangdong province. The results indicated that the following: (1) Built-Up Area drastically expanded from 6783.1 km2 in 1990 to 13,142.0 km2 in 2018 (93.7%), especially in the Pearl River Delta, where the growth rate of Built-Up Area expansion was up to 169.0%. The other land-use types were all contracted as Cropland (−10.9%), Forestland (−1.0%), Grassland (−4.0%), Water Body (−2.1%), and Unused Land (−24.4%). (2) Total ecosystem service value decreased from US$121,666 billion in 1990 to US$116,432 billion in 2018 (−4.3%). Cropland, Forestland, and Water Body played the most important roles for the total ecosystem service value. Water supply experienced the largest declines in ecosystem services value (US$ −1866.3 million, −10.1%), followed by waste treatment (7.6%) and gas regulation (−4.9%). (3) Synergy was the dominant relationship among ecosystem services. The above results can not only serve as reference cases for other provinces/regions/countries/to carry out relevant research work but also provide much focus on land-use planning to manage the impacts of land-use change on regional ecosystem services function. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Ecosystem service value; Guangdong province; Land-use change; Southern China; Trade-off and synergy","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85104673199"
"Kamthonkiat, D.; Thanyapraneedkul, J.; Nuengjumnong, N.; Ninsawat, S.; Unapumnuk, K.; Vu, T.T.","Kamthonkiat, Daroonwan (8530403200); Thanyapraneedkul, Juthasinee (22235564900); Nuengjumnong, Nithima (57217852157); Ninsawat, Sarawut (55229377700); Unapumnuk, Kessinee (8335537100); Vu, Tuong Thuy (59121316400)","8530403200; 22235564900; 57217852157; 55229377700; 8335537100; 59121316400","Identifying priority air pollution management areas during the burning season in Nan Province, Northern Thailand","2021","Environment, Development and Sustainability","23","4","","5865","5884","5","10.1007/s10668-020-00850-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087674252&doi=10.1007%2Fs10668-020-00850-7&partnerID=40&md5=0fb8f0ebf61a5d88d9250d1c00bfde00","In northern Thailand, biomass burning is a major source of high concentrations of particulate matter with a diameter < 10 μm (PM<inf>10</inf>) during the burning season (January to May), leading to health concerns related to air pollution. Given the limited staffing and budget available to local agencies, identifying priority areas for management and mitigation is important. We herein developed an empirical model using Landsat 8 imagery and PM<inf>10</inf> data from ground stations to estimate PM<inf>10</inf> concentrations in Nan Province, achieving an error of < 20% between the predicted and measured PM<inf>10</inf> values. The satellite-derived values were then classified into five air quality levels based on criteria defined by the Thai Ministry of Natural Resources and Environment. These levels were correlated with land use/land cover maps and fire hotspots with high confidence (> 80%) acquired by the Terra and Aqua satellites from January to May 2015–2019. Fire hotspots and problematic PM<inf>10</inf> concentrations were most often correlated with agricultural land, followed by disturbed forests and dense forests. These results enabled us to identify critical areas where repeat burning and high PM<inf>10</inf> levels should by prioritized for mitigation, such as the upland agricultural and forest areas of Wiang Sa District. Our methodology could benefit air pollution management in other developing countries with similar limitations. © 2020, Springer Nature B.V.","Air pollution management; Biomass burning; Nan Province; PM10 concentration; Priority area analysis","air quality; atmospheric pollution; biomass burning; empirical analysis; Landsat; limiting factor; particulate matter; satellite imagery; Nan; Northern Region [Thailand]; Thailand; Satellites","Article","Final","","Scopus","2-s2.0-85087674252"
"Cunha, E.R.D.; Santos, C.A.G.; da Silva, R.M.D.; Bacani, V.M.; Pott, A.","Cunha, Elias Rodrigues Da (57219394946); Santos, Celso Augusto Guimarães (7201458646); da Silva, Richarde Marques (56208649100); Bacani, Vitor Matheus (56856774200); Pott, A. (6701446208)","57219394946; 7201458646; 56208649100; 56856774200; 6701446208","Future scenarios based on a CA-Markov land use and land cover simulation model for a tropical humid basin in the Cerrado/Atlantic forest ecotone of Brazil","2021","Land Use Policy","101","","105141","","","140","10.1016/j.landusepol.2020.105141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092485772&doi=10.1016%2Fj.landusepol.2020.105141&partnerID=40&md5=e61b41c0df74729f5063e71f1f2405fa","Recently, the advancement of agriculture in Brazil has caused very serious problems, such as deforestation and an increase in the amount of pesticides and suspended sediment that have negatively impacted the environment, especially in the Prata River basin, which is located in the Serra da Bodoquena region, Brazil. Thus, the objective of this study was to analyze the future changes in land use and land cover of the advancement of agriculture in the native vegetation areas of the Cerrado/Atlantic forest ecotone in the Prata River basin in 2033, 2050, 2080 and 2100. To map the future land use and land cover (LULC) in the study area, an object-based classification approach was used on Landsat satellite imagery from 1986, 1999, 2007 and 2016. The future LULC scenarios were created with a cellular automata-Markov forecast model. The simulation results of the LULC changes were considered satisfactory, as evidenced by the values obtained from the kappa for agreement (κ<inf>standard</inf>) = 0.73, kappa for no information (κ<inf>no</inf>) = 0.79 and kappa for grid-cell level location (κ<inf>location</inf>) = 0.85 indices. The modeled future scenarios of LULC indicated the advancement of crop agriculture and decreases in wetlands (banhado), savannahs, riparian forests, seasonal semideciduous forests and wet grasslands, which can be considered a warning about the loss of biodiversity of fauna and flora in the Serra da Bodoquena National Park, mainly in the Prata River basin. © 2020 Elsevier Ltd","Brazilian Savanna; Future scenario modeling; LULC prediction; Remote sensing","forest dynamics; forest management; land use planning; numerical model; remote sensing; satellite data; satellite imagery; Brazil","Article","Final","","Scopus","2-s2.0-85092485772"
"Kanan, A.H.; Pirotti, F.; Masiero, M.","Kanan, Akbar Hossain (57740875500); Pirotti, Francesco (57198996571); Masiero, Mauro (6603986945)","57740875500; 57198996571; 6603986945","ASSESSING THEMATIC LAND COVER CHANGE OF WORLD'S LARGEST MANGROVE FOREST (SUNDARBANS) USING REMOTELY SENSED DATA","2021","Trends in Earth Observation","2","","","104","107","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85160614484&partnerID=40&md5=38f3aa399dd67d3d614bf9770cc96067","Mangroves forests are distributed in the intertidal region between sea and land in the tropical and subtropical latitudes. The World Heritage Site “Sundarbans” is the largest contiguous mangrove forest of the world. It covers 3% of the global mangroves forest area and is a hotspot for biodiversity conservation, and provides a wide range of ecosystem services for 7.5 million of people. Accurate monitoring of land cover change is key for determining impact on Sundarbans functions. In this study, maximum likelihood classification was performed on Landsat images spanning 45 years with cloud-free images in 1975, 1990, 2005 and 2020 and extracting dense forest, moderate dense forest, sparse forest, barren land and water. After that, change detection was carried out. For accuracy assessment, 100 Ground Control Points (GCPs) were collected and verified with Google Earth historical images. Partial results show dense forest decreasing by 1.3% from 1975 to 2020 mostly converted to moderate and sparse forest. The alteration rate was lowest from 1990 to 2005. The thematic changes from moderate dense to sparse forest increased gradually from 1975 to 2020. Moderate dense to dense forest classes is reported (56741 ha) with significantly higher rate between 1990 to 2005 than others two periods. The annual increment rate of water pixels was 0.58% from 1975 to 2020. © 2021, Italian Society of Remote Sensing. All rights reserved.","Anthropogenic disturbances; environmental factors; Landsat; Sundarbans mangrove; Thematic maps","","Article","Final","","Scopus","2-s2.0-85160614484"
"Habibie, M.I.; Nurda, N.; Akbar, H.I.; Bintoro, O.; Arifandri, R.; Ramadhana, N.","Habibie, Muhammad Iqbal (57211604282); Nurda, Nety (57217177328); Akbar, Harun Idham (57230680100); Bintoro, Oni Bibin (56429565500); Arifandri, Robby (57210914832); Ramadhana, Nugraha (57229707900)","57211604282; 57217177328; 57230680100; 56429565500; 57210914832; 57229707900","Real time monitoring fire detection Using Remote Sensing","2021","2021 IEEE Asia-Pacific Conference on Geoscience, Electronics and Remote Sensing Technology, AGERS 2021 - Proceeding","","","","28","32","9","10.1109/AGERS53903.2021.9617260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123617936&doi=10.1109%2FAGERS53903.2021.9617260&partnerID=40&md5=e4169801da57bae94934d52c96c08f89","Each year, vegetation fires, in composite with deforestation operations, convert and modify huge sections of evergreen tropical forests, transitional forests, and savanna vegetation across the tropics. MODIS is the most basic fire product, identifying current flames as well as other thermal anomalies such as volcanoes. The MODIS product has daily composite fire products. The daily composite fire products that we use is MOD14a. MOD14a is a daily level 3 fire product spans one of the 460 MODIS tile, 326 of which contain land pixels. We used a comprehensive analysis in this study to validate the MODIS satellite active fire detection products (MOD14) and compute the data in time series. The data were taken during January 2021 - August 2021 utilizing in Google Earth Engine. This method is user-friendly methods for data processing, aggregation, downloading, and ingestion data processing parallel processing for fast downloads. The parallel processing is useful to fulfill the gap of the data of the hotspot region which are not cover by the other satellite imagery. From results show the distribution of hotspot locations in Riau, identifying the most vulnerable regions to fire as Pelalawan and Bukit Kapur, as well as the smoke and hazes that are prone to fires and validated with monitoring system Sipongi application. © 2021 IEEE.","Fire detection; MODIS; Parallel Processing; Sipongi; Thermal","Data handling; Deforestation; Fire detectors; Fire hazards; Radiometers; Remote sensing; Satellite imagery; Smoke; Time series analysis; Vegetation; Fire detection; Fire products; Hotspots; Parallel processing; Real time monitoring; Remote-sensing; Sipongi; Thermal; Tropical forest; Vegetation fire; Fires","Conference paper","Final","","Scopus","2-s2.0-85123617936"
